address,lon,lat 
"9 COIS COILLE, LOWER WOODHILL, TIVOLI",0,0
"9 HAZELWOOD WAY, RIVERSTOWN, GLANMIRE",51.9326091,-8.392253482226833
"9 Kent Road, Ballyphehane",51.8808817,-8.473965
"9 The Maples, Hazelhill, Ballyhaunis",0,0
"Apartment 34 Delgany Hills, Delgany",0,0
"Apartment 7  Lyons Avenue, Newcastle Lyons, Newcastle",0,0
"APARTMENT, WOODSIDE INN, SALEEN",0,0
"APT 4 THE LAURELS, BUTTERFIELD AVE, RATHFARNAHAM",0,0
"APT 9 ELMFIELD COURT, NINTH LOCK ROAD, CLONDALKIN",0,0
"ARD EANNA, BALLYHANNON, QUIN",0,0
"ARDAMORE, BALLYDAVID, TRALEE",0,0
"Ash House, Station Road, Newbridge",53.1851386,-6.8093632
"BALLINYNEETY, KNOCKANORE, CO WATERFORD",0,0
"BALLYSHANNON, ADAMSTOWN, CO WEXFORD",0,0
"BELLVIEW, RAHARNEY, WESTMEATH",0,0
"CHAPEL ROAD, DOOCHARY, LETTERMACAWARD",0,0
"CLONTURK, LONGFORD, CO LONGFORD",0,0
"COOLMORE, KNOCKTOPHER, KILKENNY",0,0
"CURRABEG, OVENS, CORK",0,0
"DERRYKEEL, LOUGHREA, GALWAY",53.042849399999994,-8.707464797527699
"DIJON, RAUSAKEERA, KILMAINE",0,0
"Drewsborough, Scariff",0,0
"DRUMGORA, CAVAN",53.8717557,-7.1273266
"FLOUGHENA, DOOCASTLE, BALLYMOAT",0,0
"GARRYDANIEL, MONAMOLIN, GOREY",52.55648195,-6.36565760522841
"GREENGATES, MAYFIELD PARK, OLD YOUGHAL RD",0,0
"HIGH HAVEN, FERRYCARRIG, WEXFORD",0,0
"House 4 Apartment 4, Grange Lodge Avenue, Clongriffin",0,0
"House and land, Boheragaddy, Bennettsbridge",0,0
"KILCOMMON, HOLLYMOUNT, MAYO",53.63855220000001,-9.10899587604166
"Kilmore, Enfield",0,0
"KILTYMAINE, BALLAGHADERREEN, CO ROSCOMMON",0,0
"Lackenagh, Burtonport",0,0
"Lake Lodge, Derrymoyle, Oughterard",0,0
"LEONSGARVE, CARRICKMACROSS, MONAGHAN",53.9487926,-6.7126458
"LEVALLY, BALLINROBE",0,0
"MAIN SREET, ABBEYLEIX",0,0
"Main Street, Ballyjamesduff",53.8343203,-7.0812077
"MAIN STREET, DAINGEAN, CO.OFFALY",53.297782,-7.286004
"MCEVOYS, MAIN STREET, ABBEYLEIX",0,0
"Meadow Lodge, Cregboy, Claregalway",0,0
"MILFORD ROAD, CREGGS, CO GALWAY",0,0
"MULLYERA, TYDAVNET, CO MONAGHAN",0,0
"NEWTOWN, BISHOPSLOUGH, BENNETTSBRIDGE",52.59271875,-7.137030672715005
"NO 2 RUSHBROOK, CLAREMORRIS, CO MOYO",0,0
"NO 8 GLENBREE, GLENEELY, CO DONEGAL",0,0
"NO .THREE RIVER VIEW COURT, ENNISCORTHY, CO WEXFORD",0,0
"No. 34, An Choill Rua, Paulstown",52.68338335,-7.032583144026688
"PAIRC MHUIRE, NEWBRIDGE, KILDARE",53.1783279,-6.8032331
"RIVERE SIDE HOUSE, BALLINACORBEG, ROUNDWOOD",0,0
"Rock Street, Cloyne",51.863348,-8.1203129
"RUSHIN, MOUNTRATH, LAOIS",53.01393405,-7.490833486534864
"SANDY ACRE, GARRA RD, MORNINGTON",0,0
"Sandy Lane, Rush",40.807925,-78.22372
"ST COLMANS TERRACE, TULLAMORE, OFFALY",0,0
"STATION ROAD, LAHINCH, CO CLARE",52.9334666,-9.3345518
"Suite No. 5, Four Seasons Residences, Ballsbridge",0,0
"THE COTTAGE, COOLMAKEE, CROOKSTOWN",0,0
"The Glebe, Belcarra, Castlebar",0,0
"TOBERGREGAN, GARRISTOWN, CO DUBLIN",53.5535298,-6.3910911
"Unit 3 Citygate, Sligo",54.267389,-8.472114
"Weavers Hall, Plunkett Avenue, Foxrock",0,0
"262 GLEANN NA RI, MURROUGH, RENMORE",0,0
"apt6 7 8 college shopping centre, ballyvolane",0,0
"COMMERAGH, THE MOYNE, ENNISCORTHY",0,0
"12 BEECH GROVE, MULLINGAR, WESTMEATH",53.5296343,-7.3242245
"6 CURRAGH WOODS, KILANERIN, GOREY",52.7283546,-6.2826863
"1 ARCHER COTTAGES, BUNOWNA, EASKEY",0,0
"1 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",0,0
"1 FEARANN RI, DOUGHISKA MERLIN PARK, GALWAY",0,0
"1 RIVERVIEW COURT, ENNISCORTHY, WEXFORD",0,0
"111 NEWHAVEN BAY, BALBRIGGAN, DUBLIN",53.614194,-6.2093008
"126 AN CIMIN MOR, CAPPAGH RD, GALWAY",0,0
"13 COOLAGHKNOCK PARK, KILDARE TOWN, COUNTY KILDARE",0,0
"13 OAK LAWN, CASTLEKNOCK, DUBLIN 15",53.3759563,-6.365375134204545
"130 MEADOWBROOK, ATHLONE, CO WESTMEATH",53.4137084,-7.9031104
"14 CLOISTER WAY, CARYSFORT AVE, BLACKROCK",53.290922699999996,-6.183719372994645
"14 Clonard Drive, Dundrum, Dublin 16",53.27713975,-6.239393439564893
"14 FAIRLAWN ROAD, FINGLAS, DUBLIN 11",0,0
"15 Maple Avenue, Castleknock",53.37843155,-6.384093911754847
"16 Tara Court Crescent, Navan",0,0
"160 THE RECTORY, STEPASIDE, DUBLIN",53.255576649999995,-6.217861015741244
"168 ORWELL RD, RATHGAR, DUBLIN 14",53.3066316,-6.2688515
"18 GORTCAM, BALLYBANE, GALWAY",0,0
"18 Mount Usher Court, Ashford",53.0084702,-6.0962544
"19 FRIARY ST, KILKENNY",52.6505297,-7.254695865550746
"19 THE HAWTHORNS, CARRAROE, SLIGO",54.2517091,-8.4675194
"192 APPLEWOOD HEIGHTS, GREYSTONES, WICKLOW",53.147347350000004,-6.083572636138819
"1A BELARMINE DR, BELARMINE AVE, ENNISKERRY RD DUBLIN 18",0,0
"2 FEARANN RI, DOUHISKA MERLIN PARK, GALWAY",0,0
"2 MAPLE GROVE, JOHNSTOWN, NAVAN",53.643473,-6.6574108
"2 NEW STREET WEST, SEA ROAD, GALWAY",0,0
"2 STANHOPE PLACE, ATHY, KILDARE",52.9934043,-6.9828673
"20 Parkview, Smiths lane, Charleville",0,0
"22 Marlfield Place, Kiltipper Road, Tallaght",53.2712391,-6.3696595
"22 REDWOOD PARK, HOLLYSTOWN, DUBLIN 15",0,0
"23 COIS CUAIN, WHITEGATE, CORK",51.8270537,-8.225507
"23 McDonagh Road, Kingsmeadow, Cork Road",0,0
"247 GREENPARK MEADOWS, MULLINGAR, CO. WESTMEATH",0,0
"25 ARD ADHAMHNAIN, LETTERKENNY, DONEGAL",54.94930855,-7.748993999999998
"25 RIVERGROVE, ORANMORE, GALWAY",0,0
"26 Ardveagh, Ballybay",0,0
"29 Avondale, Portarlington",53.1638336,-7.211313
"29 CHERRINGTON RD, SHANKILL, DUBLIN",53.2287474,-6.1262809
"29 Moorefield Park, Newbridge",53.1717438,-6.8042363
"29 WARRENSTOWN GREEN, BLANCHARDSTOWN, DUBLIN 15",53.401655149999996,-6.38252322586191
"296 CONNOLLY RD, BALLYPHEHANE, CORK",51.883908,-8.4741874
"3 ABBEY HALL, NEW ROSS, WEXFORD",52.3964012,-6.9415868
"3 Sandmere, South Shore Road, Rush",0,0
"31 LA ROCHELLE, CHRISTCHURCH, DUBLIN",-43.60049385,172.71891506697486
"34 RIDGEWOOD, CORK HILL, YOUGHAL",51.957295,-7.867484280964527
"38 Avondale Park, Raheny, Dublin 5",53.3791978,-6.1715177
"38 EMBASSY MANOR, KILL, KILDARE",0,0
"39 BROOKHAVEN GROVE, BLANCHARDSTOWN DUBLIN 15, DUBLIN",53.3980857,-6.3858243
"40 BALLYCLOUGH AVE, BALLINACURRA WESTON ROSBRIEN, LIMERICK",0,0
"41 CRANN NUA, EDENDERRY RD, PORTARLINGTON",0,0
"41 GARDEN CITY, GOREY, WEXFORD",52.679378150000005,-6.290111247422175
"46 BEECHWOOD PARK, CHURCHQUARTER, GRANARD",0,0
"48 Cedar Grove, The Cedars, Ridgewood  Swords",0,0
"5 WELLPARK GROVE, GALWAY, GALWAY",53.2834015,-9.027259100353191
"6 SHERRARD COURT, NORTH CIRCULAR RD, DUBLIN 1",0,0
"67 GLENMALURE SQUARE, MILLTOWN, DUBLIN 6",53.3145514,-6.247510009148288
"7 BOHERASH, GLANWORTH, CORK",52.1963644,-8.356957228792801
"7 EUSTACE ST, TOP FLOOR, DUBLIN 2",0,0
"7 Glenbrook Lawn, Newtownmountkennedy",0,0
"7 Loman Street, Trim",53.5581815,-6.7911248
"74 Ard Aoibhinn, Clonmel",0,0
"75 MOERAN RD, WALKINSTOWN, DUBLIN 12",53.3184296,-6.3212418
"8 DUNMANUS RD, DUBLIN 7, DUBLIN",53.3664091,-6.2958451
"8 KINGSTON CRESCENT, BALLINTEER RD, DUBLIN 16",53.2694251,-6.252261237619047
"8 THE LANE, FOXLODGE WOODS, RATOATH",0,0
"82 Furry Park Road, Killester",53.3738458,-6.1971797
"83 KINGSBRY, MAYNOOTH, CO KILDARE",53.37262615,-6.592619444954401
"85 Mount Anville Wood, Lower Kilmacud Road, Kilmacud",0,0
"9 BOTANIC HALL, ADDISON PARK, DUBLIN 9",53.377033049999994,-6.277236300000002
"9 Fernhill Road, Belmont  Aikens Village, Stepaside",0,0
"9 HILL RD, CLOGHAN, BIRR",0,0
"9 KYLE MEADOW, OULART, GOREY",52.5039024,-6.3924154
"9 THORNHILL, SLIGO",54.2696566,-8.4913925
"90 CLONLIFFE RD, DUBLIN 3, DUBLIN",53.362158799999996,-6.24759755
"Apartment 128 Fisherman's Wharf, Ringsend, Dublin 4",0,0
"APARTMENT 16  BLOCK C, PARKSIDE, PORTLAOISE",0,0
"APT 3, PARK COURT, TARA ST",0,0
"APT 51 BLOCK A, SMITHFIELD MARKET, SMITHFIELD DUBLIN 7",0,0
"BALLINGADDY, ENNISTYMON, CO. CLARE",0,0
"BALLYBRACK, KILMACTHOMAS, WATERFORD",0,0
"Bun na Leaca, Newcastle, Co Galway",0,0
"CARRICKANEENA, MOUNTPLEASANT, DUNDALK",0,0
"CARROWCRORY, BALLINAFAD, CO SLIGO",0,0
"CLOVER LAWN, BALLYCLAMASSEY, YOUGHAL",0,0
"COOLMOYNE, FETHARD, CLONMEL",0,0
"CORRACUNNA, MITCHELSTOWN, CO. CORK",52.2795396,-8.242719363876652
"CORRAFAIREEN, BALLYGLUNIN, TUAM CO. GALWAY",0,0
"Forramoyle West, Barna",53.2568099,-9.177785783567249
"KILCULLEN, ENNISCORTHY, CO WEXFORD",52.58080845,-6.662556261632444
"LONGFIELD, FIRIES, KILLARNEY",0,0
"M5 Edenhall, The Village, Model Farm Road",0,0
"Maryland, Hawkes Road, Bishopstown",0,0
"NO 29 The Fort, Greencastle",0,0
"ORCHARD COTTAGES, BALLINAHINCH, ASHFORD",0,0
"PEN Y DRE, WHITEROCK HILL, WEXFORD",0,0
"RUSHIN, MOUNTRATH",53.01393405,-7.490833486534864
"RYLAND RD, BUNCLODY, WEXFORD",52.6542383,-6.650002
"THE COTTAGE, KILLEER, BALLINTUBBER",0,0
"THE HAW, LIFFORD, DONEGAL",54.8162982,-7.5105160280875225
"THE STONE HOUSE, GARRANES NORTH, DRIMOLEAGUE",0,0
"1 BRIDGEFIELD COURT, CURRAHEEN",0,0
"1 HEADFORT GLEBE, HEADFORT RD, KELLS",53.727729,-6.8682798
"10 CAMBERLEY ELMS, CHURCHTOWN RD UPPER, DUBLIN 14",0,0
"10 COIS COILLE, LOWER WOODHILL, TIVOLI",0,0
"10 OLD COURT DR, GREENFIELDS, BALLINCOLLIG",0,0
"11 Crosforge, Saggart",0,0
"12 BOYNE HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",0,0
"12 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",0,0
"12 SUMMERHILL, BUNCRANA, DONEGAL",0,0
"120 GALTYMORE RD, DUBLIN 12, DUBLIN",53.3344399,-6.3044476
"13 CLOCH ARD, BOTHAR STIOFAN RD, RAHOON",0,0
"13 REDSHANK COURT, ASTON VILLAGE, DROGHEDA",0,0
"14 KILKIERAN RD, CABRA WEST, DUBLIN 7",53.3686465,-6.2956745
"15 DOCTOR MURPHY PLACE, PORTLAOISE, LAOIS",53.0376912,-7.2921834
"15 ROSLEA RD, CLONES, MONAGHAN",54.1826188,-7.2329173
"16 WHITEHALL PARK, WHITEHALL RD, DUBLIN 12",43.555764,-73.403778
"19 ST BRENDANS TERRACE, KILLARNEY, KERRY",0,0
"2 Curragh Park, Mullagh",0,0
"23 VALLEY COURT, ATHLONE, WESTMEATH",0,0
"3 RIVERWOOD GARDENS, CASTLEKNOCK, DUBLIN 15",53.3740407,-6.3949734
"33 BELMONT LAWN, GALLOPING GREEN, STILLORGAN",53.282925500000005,-6.186415607187277
"37 FERNCARRIG RISE, SANDYFORD, DUBLIN 18",53.2655611,-6.216611683333333
"38 Seabrook, Lusk",0,0
"40 WESTFIELD, BECTIVE ST, KELLS",0,0
"42 COILLE BHEITHE, ST CONLANS RD, NENAGH",0,0
"42 MOYLARAGH WALK, BALBRIGGAN, DUBLIN",53.6109598,-6.2004082
"44 CHANCERY PARK RD, TULLAMORE, Offaly",53.264235049999996,-7.468284686060671
"51  Cedar Grove, The Cedars, Ridgewood  Swords",0,0
"52 ATLANTIC COAST APT, TRAMORE, WATERFORD",0,0
"53 DRUMNAVANAGH, CAVAN, CAVAN",0,0
"57 THIRD AVE, SEVILLE PLACE, DUBLIN 1",0,0
"58 Redesdale Road, Mount Merrion, Co Dublin",53.29268385,-6.216986325380463
"59 THE CRESCENT, FORTFIELD SQUARE, TERENURE",0,0
"6 ASHBROOK, CASTLELAKE, CARRIGTWOHILL",0,0
"8 Thornecourt, Drogheda Road, Ardee",0,0
"86 GRATTAN PARK, SALTHILL, GALWAY",0,0
"9 CHESTERFIELD DOWNS, CHILDERS ROAD, LIMERICK",0,0
"9 SKUNA BAY, DONAGHMORE, BALLYGARRETT",0,0
"Apartment 15, Cruachan, Dungarvan",0,0
"apt 2  glenbrook meadows, M'tkennedy town centre, newtownm'tkennedy",0,0
"BALLINAMONA, MITCHELSTOWN, CORK",0,0
"BALLYSHILAN, BRIDGETOWN, WEXFORD",0,0
"BOLEYBOY, IRISHTOWN, MAYO",0,0
"BROMORE EAST, BALLYBUNION, KERRY",0,0
"College View, Westport Road, Castlebar",53.8484762,-9.3090873
"COTTAGE AT POULDINE, HORSE AND JOCKEY, THURLES",0,0
"FRIARSPARK, TRIM, MEATH",53.58278575,-6.802917307866922
"GLYNDEBOURNE, 13 STRAND ROAD, PORTMARNOCK",0,0
"GURRANE, MITCHELSTOWN, CORK",0,0
"GURTEEN, BALLYCALLAN, CO KILKENNY",0,0
"Keenaghan, Ballymote",54.0834081,-8.510228139658414
"KILBROADREN, CREEVES CROSS, ASKEATON",0,0
"KILENNA, BALLYCASTLE, MAYO",0,0
"KILMOCOLMOCK, DRUM, ATHLONE",0,0
"KNOCKNAHUR SOUTH, KNOCKNAHUR P O, SLIGO",54.245,-8.538611
"KNOCKRIBLIHANE, CORK, CO CORK",0,0
"LISSOUGHTER, RECESS, GALWAY",0,0
"MAIN STREET, NEWPORT, CO TIPPERARY",52.699713849999995,-8.388470434603278
"MAIN ST, BALLYCASTLE, MAYO",54.2808401,-9.3737759
"MILTOWN HOUSE, CONVOY, CO DONEGAL",0,0
"MYLERSTOWN, ROBERTSTOWN, NAAS",0,0
"No. 3 Knockroad, Claremorris",0,0
"OULART VILLAGE, GOREY, CO WEXFORD",52.5034251,-6.3916482
"PARKVILLE, SORRENTO RD, DALKEY",0,0
"Park, Athenry",53.37782205,-9.005446910744638
"Part of the lands of Forth Commons, Parish of Rathaspeck, Barony of Forth",0,0
"RATHMILES, KILLENARD, PORTARLINGTON",0,0
"THE COTTAGE, THE DYSERT, ARDMORE",51.944795400000004,-7.716825905230936
"THE RAILWAY COTTAGE, CULLENSBRIDGE, SLANE",0,0
"WATERROCK, MIDLETON, CORK",0,0
"YEW TREE COTTAGE, CLONTURK, KILLASHEE ROAD",0,0
"1 KILLINEY HILL COTTAGES, KILLINEY HILL RD, KILLINEY",0,0
"10 THE WILLOWS CASTLEHIEGHTS, KILNOWEY RD, CARRIGALINE",0,0
"108 SUNDRIVE RD, CRUMLIN, DUBLIN",53.3299605,-6.2982102
"11 Ardbrae Park, Athlone",53.4258293,-7.9635915
"11 Castlelawn Drive, Killerisk, Tralee",0,0
"11 CRANNAGH CASTLE, CRANNAGH RD, RATHFARNHAM DUBLIN 14",0,0
"11 EDENVALE RD, RANELAGH, DUBLIN 6",53.3200236,-6.2527352
"11 EUGENE ST, RIALTO, DUBLIN 8",53.3360014,-6.28587425
"11 ST FINANS TCE, RAILWAY STREET, NAVAN",0,0
"12 NICHOLAS STREET, CORK",51.8928989,-8.4720507
"128 MEADOWBROOK   WILLOW PARK, ATHLONE EAST, CO. WESTMEATH",0,0
"13 ERRIGAL RD, DRIMNAGH, DUBLIN 12",0,0
"13 GLENDORA AVE, CAHERDAVIN, LIMERICK",0,0
"14 ARD GLAS, ABBEY RD, FERRYBANK",0,0
"14 ELIZABETH TERRACE, ALBERT RD, CORK",0,0
"14 THE SQUARE, HAZELHATCH PARK, HAZELHATCH RD",53.3335593,-6.531910016288943
"16 ELM PARK, JOHNSTOWN WOOD, NAVAN",0,0
"162 LE FANU RD, BALLYFERMOT, DUBLIN 10",0,0
"17 WARRENSTOWN WAY, BLANCH HEATH, BLANCHARDSTOWN",0,0
"178 BALLYROAN RD, RATHFARNHAM, DUBLIN 14",53.2915464,-6.3079954
"18 ALDERWOOD PARK, TALLAGHT, DUBLIN 24",53.2857004,-6.3801535
"18 Beechmount, Newbridge",53.1676753,-6.8057703
"19 BROOKFIELD MANOR, DRUMBAR, DONEGAL TOWN",0,0
"19 INCHICRONAN, CRUSHEEN, CO CLARE",52.9402326,-8.8947623
"19 Pinebrook, Trim",53.5626929,-6.7977182
"19 SUMMERCOVE, LAHINCH, CLARE",0,0
"2  Hazelbrook, Balrothery Road, Tallaght",0,0
"2 ALDERWOOD, HOLLYSTOWN, DUBLIN 15",0,0
"2 Ardcahon CLose, Coolkellure, Lehenghbeg",0,0
"2 BALLYBODEN CRESCENT, RATHFARNHAM, DUBLIN 16",53.2826048,-6.291095454746476
"2 Loughmore Square, Killeen Castle, Dunsany",0,0
"21 BELLFLOWER CLOSE, CARRIGALINE",51.8060859,-8.3874093
"22 BARTRA ROCK, HARBOUR RD, DALKEY",0,0
"23 CASTLE ST, WICKLOW TOWN, WICKLOW",0,0
"24 APPOLLONIAN SUITES, GALLWEYS HILL, TRAMORE",0,0
"24 HUNTERS LANE, HUNTERS WOOD, KNOCKLYON DUBLIN 24",0,0
"28 GLANDORE RD, GRIFFITH AVE, DUBLIN 9",0,0
"3 ARDCAHON DRIVE, COOLKELLURE, LEHENAGHMORE",0,0
"31 HILLCREST, WATERGRASSHILL, CORK",0,0
"32 ROSEDALE CRESCENT, DUBLIN 15, DUBLIN",53.3990469,-6.4341685
"34 BLOCK C HANOVER DOCK, HANOVER QUAY, DUBLIN 2",53.3443951,-6.237762050000001
"35 GREENMOUNT CRESCENT, OFF LOUGH RD, CORK",0,0
"361 MARKET MEWS, MARYBOROUGH VILLAGE, PORTLAOISE",53.036478450000004,-7.325276151584994
"37 DODSBORO COTTAGES, LUCAN, DUBLIN",53.348552049999995,-6.470629649999999
"37 SUPPLE HALL, DUNSHAUGHLIN, CO MEATH",53.5093634,-6.543779346742461
"4 Farrin Carrig, Duncannon",0,0
"4 FERIN COURT, ABBEY ST, KILKENNY",0,0
"4 MAYFAIR, COAST RD, MALAHIDE",0,0
"4 THE OLD MILL, RATOATH, MEATH",53.5017076,-6.4596849
"40 FORTFIELD RD, TERENURE, DUBLIN 6W",53.3119191,-6.2998558
"41 OLD KILMAINHAM ROAD, KILMAINHAM, DUBLIN 8",53.3406387,-6.3034733
"41A OLD KILMAINHAM ROAD, KILMAINHAM, DUBLIN 8",53.3406387,-6.3034733
"42 HIGHFIELD, CHARLESTOWN RD, TUBBERCURRY",0,0
"43 WALKINSTOWN AVE, WALKINSTOWN, DUBLIN 12",53.3174485,-6.3335771
"45 Alderwood, Hollystown",0,0
"45 ERKINDALE DRIVE, DURROW",52.843746,-7.3902088
"46  Berryfields, Ferns Lower, Ferns",0,0
"48 CLAIN SHEE, AIKENS VILLAGE, SANDYFORD DUBLIN 18",0,0
"5 CHERRYWOOD DR, TERMON ABBEY, DROGHEDA",0,0
"5 KILADREENAN CLOSE, NEWTOWNMOUNTKENNEDY, WICKLOW",0,0
"50 THE BRIARY, ROSE HILL, CARRIGALINE",0,0
"54 MARIAN PARK, BALDOYLE, DUBLIN 13",53.3947206,-6.141513
"56 BEECHFIELD HEIGHTS, CASTAHEANY, DUBLIN 15",0,0
"57 ASHGROVE, KILL AVE, DUN LAOGHAIRE",53.2833594,-6.1533016
"6 CROSS LANE, NEW ROSS, WEXFORD",52.3914419,-6.9427031
"6 RIVERWOOD GROVE, CASTLEKNOCK, DUBLIN 15",53.3742919,-6.3970095
"60 CORR CASTLE, HOWTH RD, DUBLIN 13",53.390114,-6.09414163865734
"65 THE HEADLANDS, PUTLAND RD, BRAY",0,0
"7 BRAMLEY GROVE, CASTLEKNOCK, DUBLIN 15",53.3747601,-6.388894272685185
"7 Fernhill Road, Belmont  Aikens Village, Stepaside",0,0
"7 HOMELEIGH, PORTERSTOWN, DUBLIN 15",0,0
"7 PEMBROKE RD, DUBLIN 4, DUBLIN",53.332585800000004,-6.242991099999998
"7 THE RISE, SKERRIES ROCK, SKERRIES",53.5817495,-6.1191837
"72 TARA GROVE, MONIVEA RD, WELLPARK",0,0
"76 SWIFTBROOK GLEN, VIRGINIA, CAVAN",53.8400605,-7.1001525
"8 PARNELL COURT, SUMMERHILL, ENNIS",0,0
"8 THE COURTYARD, WOODVILLE  DUNKETTLE, GLANMIRE",0,0
"92 NEPHIN RD, NAVAN RD, DUBLIN 7",0,0
"AGHAGREAGH, BALLINALEE, LONGFORD",0,0
"APARTMENT 18 MUSIC HALL, COPPER ALLEY, TEMPLE BAR",0,0
"Apartment 19C Parkside, Abbeyleix Road, Portlaoise",0,0
"Apt 10 Creevaghbawn, Creevaghbeg, Ballymahon",0,0
"APT 98, CUIRT SEOIGE, BOHERMORE",0,0
"APTE1, ROSEVILLE COURT, NEWBRIDGE",0,0
"Apt. 5, 3 Talbot Place",0,0
"ASHTOWN, ROUNDWOOD, CO WICKLOW",53.0728604,-6.2399356
"BALLINCURRY, DRUMLISH, CO LONGFORD",0,0
"BALLYCONNELL, BALLINFULL, SLIGO",0,0
"CARROWCLOGHER, STROKESTOWN, CO ROSCOMMON",53.753813449999996,-8.116093952623945
"Deepwell, Rock Hill, Blackrock",0,0
"Esker, Banagher",0,0
"EVERGREEN, COOLMORE, ARKLOW",0,0
"FATE RESTAURANT, 6 BAYVIEW, BETTYSTOWN",0,0
"GLENVIEW, 1 STEPHENS TERRACE, BALLYMULLEN",0,0
"Greenane, Killanne, Enniscorthy",0,0
"Hagfield, Charlestown, Co. Mayo",0,0
"KILLEEN, COROFIN, CLARE",0,0
"KILRONAN, BUTLERSTOWN, WATERFORD",0,0
"KNOCKANE, BALLYHEIGUE, KERRY",0,0
"MAIN STREET, CAPPAMORE, LIMERICK",52.6513555,-8.3986038
"NO 10, SRUTHAN AN CHLAIR, OUGHTERARD",0,0
"No 5 Bracklone Street, Portarlington",53.1521389,-7.167913332107796
"RATHMOYLE, BALLYDOWEL, KILKENNY",0,0
"ROWAN HILL, BALLYBRACK RD, GLENCULLEN",53.22603685,-6.252204779918982
"SALDAV HOUSE, MINISH, KILLARNEY",0,0
"Shanaway Middle, Ballineen",0,0
"Site 24 Castlepark Square, Dunboyne Road, Maynooth",0,0
"ST JOHNS IONA DRIVE, GREEN LANE, RATHNAPISH",52.84172285,-6.918606517507701
"ST MARTINS, BALLYFOWLOO, CASHEL",0,0
"THE COACHOUSE, 288 BANNOW RD, CABRA",0,0
"THE COTTAGE, LACKAN LOWER, BALLINAGH",0,0
"TULLAGHAN, COOLANEY, SLIGO",0,0
"Woodlock House, Portlaw",52.294206,-7.309483571667289
"'Ocean Drive', Annagh, Tralee",0,0
"1 LOWER GREEN ST, FETHARD, TIPPERARY",0,0
"1 ST IBARS VILLAS, CASTLEBRIDGE, WEXFORD",52.3854455,-6.454881655004712
"100 CLONARD RD, CRUMLIN, DUBLIN 12",53.324373449999996,-6.306543233668789
"103 ASHFIELD, NORTH RD, DROGHEDA",53.7190462,-6.3629055
"104 DROMROE AVE, WOODHAVEN CASTLETROY, LIMERICK",0,0
"11 CEDAR RD, FOTA ROCK, CARRIGTWOHILL",0,0
"111 BRAYTON PARK, KILCOCK, KILDARE",53.4015972,-6.676387650738006
"113 RIVER VILLAGE, MONKSLAND, ATHLONE",53.42376525,-7.990426252893536
"119 BUNTING ROAD, WALKINGTOWN, DUBLIN12",0,0
"120 CLONARD PARK, BALLYBEG, WATERFORD",0,0
"123 LALLY RD, BALLYFERMOT, DUBLIN 10",0,0
"128 BEAUFORT DOWNS, GRANGE RD, RATHFARNHAM DUBLIN 14",0,0
"13 FAIRGREEN, ARKLOW, CO. WICKLOW",52.9317387,-6.234978
"15 DALE DR, STILLORGAN, DUBLIN",53.28827835,-6.212816723183358
"15 Kempton Court, Drumalee, Cavan",0,0
"15 Mountain View, Glengarriff",-43.6715018,172.5282906
"15 SHANCASTLE PARK, CLONDALKIN, DUBLIN 22",0,0
"16 ORCHARD AVE, CASTLE REDMOND, MIDLETON",0,0
"17 HAWTHORN PLACE, BALLINROBE, MAYO",0,0
"17 Mill Hill Lawns, Manorhamilton",0,0
"17 MOATFIELD AVE, COOLOCK, DUBLIN 5",53.3887272,-6.193903
"17 PRIMROSE AVE, BROADSTONE, DUBLIN 7",0,0
"18 MANOR RISE, GRANGE RD, RATHFARNHAM DUBLIN 6",53.280388599999995,-6.267166099999988
"19 DRUMMOND PLACE, HAROLDS CROSS, DUBLIN",53.3273079,-6.2744675999999995
"19 ST ANTHONYS, KERRY ROAD, MAYFIELD",0,0
"2 CHAPEL ST, LISMORE, WATERFORD",52.1366596,-7.93197
"2 DORAN CLOSE, BUNDORAN, CO DONEGAL",0,0
"2 GLENDARRAGH, GRANTSTOWN VILLAGE, WATERFORD",0,0
"2 MILL BANK, KILLINCARRIG, GREYSTONES",0,0
"2 & 3 QUEENSTOWN CASTLE, COLIEMORE ROAD, DALKEY",0,0
"20 BRABAZON BAY, GOLF LINKS RD, BETTYSTOWN",0,0
"209 MALAHIDE MARINA VILLAGE, MALAHIDE, CO DUBLIN",53.4546422,-6.1556016
"21 Dermot Street, Clongriffin, Dublin 13",53.4033905,-6.1567405
"21 KILWORTH RD, DRIMNAGH, DUBLIN 12",0,0
"212 TUR UISCE, DOUGHISKA, GALWAY",53.281781249999995,-8.984992845075883
"222 RICHMOND COURT, RICHMOND AVENUE SOUTH, DARTRY",0,0
"23 RADHARC NA SLEIBHTE, CHURCHTOWN, MALLOW",0,0
"23 ST PATRICKS COTTAGES, RATHFARNAM, DUBLIN",0,0
"23 WESTON DR, LUCAN, DUBLIN",53.35699195,-6.471516821664798
"24 Beechfields, Fethard on Sea",52.1953173,-6.842210770530393
"25 MAYORSTONE CRESCENT, MAYORSTONE, LIMERICK",0,0
"26 MARGUERITE RD, GLASNEVIN, DUBLIN 9",0,0
"26 MILLSTREAM COURT, MILL RD, ENNIS",0,0
"268 RIVERFOREST, LEIXLIP, KILDARE",53.37244575,-6.489922932722274
